1942,1024
90,852
877,989
313,1005
520,776
353,903
411,216
972,909
1499,208
425,380
276,868
1227,231
387,808
1611,612
893,640
678,342
512,40
516,807
185,92
1321,649
1576,230
1820,755
728,358
663,175
146,806
1838,223
414,957
1162,86
411,349
1598,285
97,586
1397,229
1788,797
1371,631
1487,802
1422,734
1796,784
1853,455
266,82
240,685
1034,162
208,515
3,338
1623,837
259,275
464,652
357,725
338,463
576,895
920,364
1203,326
1930,681
1758,539
1012,204
474,743
1809,486
133,773
387,1001
1445,578
1866,774
91,912
1433,690
993,261
1337,87
910,199
435,805
1401,525
600,611
323,575
672,663
296,681
1049,175
615,103
566,518
249,966
1195,511
936,672
1475,443
1829,307
301,41
1872,982
1654,8
532,284
1293,525
1925,411
1710,129
1877,289
81,500
1626,457
1354,50
1196,263
1589,230
37,738
1492,844
1365,181
93,528
1273,707
58,623
1432,131
776,827
747,288
439,612
1362,238
604,970
539,82
352,71
1938,557
1298,257
494,976
1272,293
71,963
1213,272
543,333
1894,615
1367,1020
192,1008
1273,351
226,863
523,684
483,261
218,806
1542,88
1521,634
934,611
1118,424
1933,719
1001,702
1278,1010
592,864
1635,477
16,1020
875,121
1831,33
98,937
675,770
1534,459
162,506
1794,891
91,894
1129,703
422,360
1771,657
440,367
1084,50
1709,221
421,43
35,988
1131,565
1769,125
1024,714
1183,652
768,423
1122,698
1773,251
150,770
1795,862
1452,330
739,144
1475,115
355,904
659,722
1711,554
817,88
1305,684
188,573
519,85
375,525
1461,336
651,800
141,767
1624,518
745,652
362,76
1770,521
738,991
1823,529
1646,325
1463,353
1865,155
1851,627
586,388
227,930
1773,198
1204,88
1724,829
27,520
712,436
1284,148
1629,944
1656,705
40,47
1194,578
560,269
951,786
914,944
1909,129
33,78
1207,198
1254,277
1033,250
1186,118
1814,406
1205,918
1717,44
1013,201
689,727
398,959
1483,621
28,188
1443,629
96,772
560,417
977,793
1308,103
980,903
698,128
831,100
867,552
1785,66
986,834
1445,321
1281,515
988,818
232,461
58,495
76,90
516,824
1598,71
1775,100
1782,639
107,528
409,1000
1167,278
405,624
1918,101
1238,611
1811,971
695,679
771,215
618,747
33,182
355,955
1330,321
100,575
1033,176
1348,400
537,958
1451,310
464,906
144,557
677,344
606,406
1331,247
776,32
973,178
1675,150
1461,592
927,343
158,83
757,311
1025,85
1704,964
1293,65
68,232
1813,160
943,954
966,933
1781,795
1595,399
1829,620
753,582
376,938
1709,851
1808,41
1074,153
1116,169
158,40
464,258
835,360
12,52
117,255
627,1
620,320
811,321
453,600
1585,272
1005,687
851,310
694,445
697,424
712,703
42,836
1436,704
1066,849
410,560
1036,561
149,885
983,980
1501,336
0,-0
