0,11,31.3796,2.1782518.8077
0,54,8.71296,08.71296
0,105,11.6992,011.6992
0,125,16.345,016.345
0,148,14.7444,014.7444
0,159,33.4168,2.4913518.599
0,220,9.3061,09.3061
0,226,12.1848,012.1848
0,231,15.3871,015.3871
0,269,18.1903,018.1903
0,296,13.4507,013.4507
0,309,19.0641,019.0641
0,327,15.2222,015.2222
0,374,18.2231,018.2231
0,390,2.82432,02.82432
0,397,8.85437,08.85437
0,402,12.4409,012.4409
0,414,15.9092,0.10195615.396
0,462,14.1079,014.1079
0,513,19.6309,019.6309
0,525,16.0689,016.0689
0,529,1.90245,01.90245
0,550,3.95227,03.95227
0,580,15.0049,015.0049
0,583,20.1621,0.87296715.5195
0,655,16.8868,016.8868
0,707,16.5079,016.5079
0,717,29.5912,1.8839618.9868
0,744,29.3124,1.8539918.8933
0,764,13.7433,013.7433
1,56,7.8896,07.8896
1,124,12.13,012.13
1,166,5.69133,05.69133
1,178,17.4505,017.4505
1,190,17.7452,017.7452
1,202,12.2059,012.2059
1,214,18.8117,018.8117
1,232,18.2179,018.2179
1,239,15.7435,015.7435
1,251,12.4211,012.4211
1,264,35.3976,2.6318219.7662
1,331,7.08349,07.08349
1,353,10.8682,010.8682
1,361,13.7716,013.7716
1,376,14.4427,014.4427
1,384,7.78707,07.78707
1,399,16.9278,016.9278
1,487,9.22008,09.22008
1,516,10.7146,010.7146
1,582,16.5326,016.5326
1,598,15.3152,015.3152
1,644,11.4236,011.4236
1,654,33.0908,2.3532319.3876
1,663,14.5236,014.5236
1,686,9.67913,09.67913
1,696,19.9685,019.9685
1,733,15.4111,015.4111
1,769,17.0567,017.0567
2,85,18.2659,018.2659
2,90,1.82403,01.82403
2,135,2.83617,02.83617
2,206,7.35078,07.35078
2,442,17.907,017.907
2,456,19.1484,019.1484
2,555,9.96258,09.96258
2,562,9.03688,09.03688
2,570,9.76566,09.76566
2,607,6.26637,06.26637
2,642,14.4825,014.4825
2,668,10.6542,010.6542
2,675,18.8107,018.8107
3,103,81.2612,013.5435
3,169,50.7602,08.46004
3,214,62.2753,3.5607315.1481
3,227,80.818,4.7326519.9199
3,262,51.1205,1.5881910.1619
3,264,40.7139,06.78566
3,306,54.6483,2.9978513.0115
3,311,107.918,1.2415619.0987
3,318,44.549,2.4176310.5511
3,329,73.0564,012.1761
3,384,60.9523,4.429217.7276
3,407,107.461,1.0538218.8439
3,464,80.5418,4.710419.8373
3,465,113.454,018.9091
3,468,81.703,3.5953517.7857
3,516,64.4503,4.5574918.2335
3,585,61.9377,4.7796419.4176
3,654,36.9596,06.15993
3,686,63.8341,4.6635718.6742
3,713,108.484,0.96296418.9288
3,771,79.8265,4.4172719.0889
4,92,22.5134,1.837377.8535
4,96,21.6701,1.752810.583
4,418,7.12371,0.4102254.86221
4,430,59.8753,3.2917114.2713
4,439,2.51563,02.51563
4,459,81.1063,3.4574917.4737
4,471,85.5351,3.1949817.7391
4,628,39.69,2.255119.62181
4,692,92.1251,2.7134118.123
5,65,15.2762,015.2762
5,106,15.5163,015.5163
5,216,12.7987,012.7987
5,325,9.3938,09.3938
5,362,19.009,019.009
5,375,13.6191,013.6191
5,377,9.74539,09.74539
5,410,19.4518,019.4518
5,509,14.2658,014.2658
5,551,18.5652,018.5652
5,617,14.8037,014.8037
5,669,17.0182,017.0182
5,695,8.05997,08.05997
6,109,37.2061,3.1058316.3868
6,192,48.1826,4.0417718.9003
6,248,76.4394,2.1954414.9672
6,295,58.2019,4.0974916.3964
6,297,66.9947,2.3520913.6806
6,308,73.7515,1.6811613.9219
6,312,22.8344,1.349575.65807
6,365,48.4055,2.5022611.2097
6,386,52.3675,3.8758915.5466
6,392,48.4605,1.9857210.3138
6,426,78.7272,2.2806415.4394
6,569,88.0706,2.6100917.3457
6,697,67.723,2.4187313.8867
6,728,61.8728,1.5526311.8436
6,745,38.7,3.1408218.7516
7,8,83.1662,013.861
7,41,49.0488,4.057117.8268
7,42,89.8445,014.9741
7,49,61.2549,010.2092
7,66,57.2062,3.0846513.507
7,141,90.9974,2.4461717.6124
7,225,84.4916,014.0819
7,328,48.2329,08.03882
7,588,108.161,0.90344918.8198
7,605,46.5339,2.28410.5436
7,685,76.503,1.4365414.1033
7,700,83.1955,013.8659
7,749,43.5723,07.26206
8,7,83.1662,013.861
8,19,114.187,019.0312
8,22,113.545,018.9242
8,33,83.9374,1.391715.2801
8,41,28.1677,2.3668911.3705
8,42,8.46018,01.41003
8,49,42.5108,07.08513
8,51,62.829,010.4715
8,52,54.9036,09.1506
8,59,44.5538,3.0669812.2977
8,72,81.0212,3.8000918.0383
8,122,108.979,0.89471918.9477
8,141,99.0998,1.2531117.6479
8,154,98.6268,2.7193219.1717
8,225,75.1355,012.5226
8,298,52.5874,3.3716913.7272
8,317,37.7855,06.29759
8,328,35.4408,05.90679
8,378,110.241,0.43569318.7454
8,568,89.2549,1.4516416.219
8,577,49.7717,2.5112111.406
8,648,104.29,2.6478819.9994
8,749,75.7144,012.6191
8,751,99.3849,2.4346418.9548
9,24,17.4987,017.4987
9,126,8.75948,08.75948
9,131,51.1943,3.3402913.5341
9,143,18.9079,018.9079
9,181,63.3173,3.8293915.9058
9,223,10.844,010.844
9,258,13.2224,013.2224
9,289,15.5327,015.5327
9,342,16.1433,016.1433
9,359,30.2069,2.4165510.069
9,368,16.4031,1.0348410.591
9,380,11.927,011.927
9,396,26.3643,1.7294616.5543
9,399,14.3784,014.3784
9,406,17.4513,017.4513
9,427,6.8495,06.8495
9,460,13.9602,013.9602
9,476,84.3394,4.2387719.2962
9,496,33.0698,2.6560816.4016
9,545,58.1851,4.2120516.8544
9,560,17.2876,017.2876
9,578,9.61331,09.61331
9,579,6.79948,06.79948
9,603,58.4492,4.2623617.0647
9,621,19.4757,1.630438.42193
9,678,60.2713,4.6277218.7579
9,698,17.9401,017.9401
9,705,11.6281,011.6281
10,248,70.2308,2.0428513.7836
10,253,47.0542,1.296869.14609
10,297,33.5533,0.8476236.42938
10,308,98.8351,2.1726818.5665
10,392,80.9706,1.7477115.1746
10,426,78.2127,2.1367215.1794
10,450,99.4781,2.4421218.9787
10,534,72.7663,2.5638914.8719
10,563,77.947,1.9314214.8918
10,697,32.352,0.842676.22928
10,728,45.9694,1.235748.8973
11,0,31.3796,2.1782518.8077
11,54,28.4481,2.2167414.9014
11,105,22.2778,1.85948.42344
11,159,20.1191,03.35318
11,226,25.9102,2.1534311.6596
11,231,20.1147,1.66337.30277
11,309,30.0231,2.2417316.6795
11,390,28.8719,2.1318816.2531
11,397,25.7098,2.1297411.7254
11,414,20.6073,1.106814.85649
11,433,19.3435,1.286715.18971
11,462,51.6698,4.2546318.4938
11,473,16.9329,1.395577.86172
11,520,29.48,2.0307817.7897
11,525,24.4691,2.0107611.4662
11,529,29.82,2.0933217.6898
11,542,23.2001,1.949759.49096
11,550,31.131,2.0026819.8293
11,583,74.1319,012.3553
11,683,55.647,4.476218.7598
11,707,21.3315,1.783288.14266
11,712,109.436,1.1391619.2526
11,716,19.4083,0.22812618.253
11,717,10.2646,01.71077
11,744,84.0139,0.91580714.8196
11,748,53.1352,4.0677616.468
11,764,19.5445,1.483585.98761
12,20,13.763,013.763
12,86,6.45129,06.45129
12,94,19.6973,019.6973
12,117,19.6642,019.6642
12,209,13.1025,013.1025
12,217,13.868,013.868
12,234,15.2372,015.2372
12,236,13.3352,013.3352
12,250,14.9944,014.9944
12,257,12.393,012.393
12,291,19.5009,019.5009
12,304,19.9011,019.9011
12,350,19.3444,019.3444
12,424,8.08862,08.08862
12,453,15.4849,015.4849
12,497,17.0814,017.0814
12,555,17.5594,017.5594
12,570,18.3569,018.3569
12,604,9.8779,09.8779
12,642,13.3882,013.3882
12,675,11.536,011.536
12,708,8.87881,08.87881
12,709,6.6938,06.6938
12,740,18.2974,018.2974
12,753,7.41672,07.41672
13,48,37.5981,06.26636
13,104,61.6997,1.6176611.8927
13,111,48.2826,0.113078.14267
13,130,61.0258,3.2666714.359
13,144,41.1474,06.85789
13,158,49.4168,4.1235118.6595
13,218,95.1988,015.8665
13,254,41.9147,3.1347112.5994
13,281,105.132,1.5455718.9368
13,303,41.2576,3.4651916.4609
13,338,81.404,013.5673
13,340,47.0498,07.84163
13,408,52.6164,0.6512279.35625
13,422,74.481,012.4135
13,531,30.1438,05.02396
13,612,40.7508,06.7918
13,641,35.1748,2.7369311.1666
13,656,47.4961,3.9900919.0422
13,661,50.3741,4.1793718.5216
13,738,51.2137,4.2618919.0776
14,18,3.2969,03.2969
14,93,5.92104,05.92104
14,98,13.3602,013.3602
14,124,8.86769,08.86769
14,190,12.993,012.993
14,202,11.7067,011.7067
14,214,11.795,011.795
14,232,9.27965,09.27965
14,256,9.88707,09.88707
14,361,8.69799,08.69799
14,362,17.9204,017.9204
14,376,14.7041,014.7041
14,384,17.2836,017.2836
14,412,19.4348,019.4348
14,445,8.60379,08.60379
14,495,14.6943,014.6943
14,516,12.901,012.901
14,549,10.1314,010.1314
14,551,19.5022,019.5022
14,559,12.1723,012.1723
14,609,4.988,04.988
14,663,18.1714,018.1714
14,669,19.1607,019.1607
14,686,13.5571,013.5571
14,732,13.0581,013.0581
14,733,14.4044,014.4044
14,769,5.50874,05.50874
14,770,15.6735,015.6735
15,20,10.5667,010.5667
15,85,19.4272,019.4272
15,86,15.2249,015.2249
15,108,18.6102,018.6102
15,117,12.5508,012.5508
15,153,12.4477,012.4477
15,189,18.8141,018.8141
15,194,10.2756,010.2756
15,198,12.2287,012.2287
15,215,5.3187,05.3187
15,234,18.5389,018.5389
15,257,9.21471,09.21471
15,304,18.9308,018.9308
15,314,11.3382,011.3382
15,335,4.20712,04.20712
15,369,9.82691,09.82691
15,497,4.00309,04.00309
15,592,9.07649,09.07649
15,631,6.26824,06.26824
15,639,12.1812,012.1812
15,658,19.2843,019.2843
15,675,18.682,018.682
15,708,12.4174,012.4174
16,22,44.9539,2.458310.6867
16,28,7.52479,07.52479
16,31,15.5315,015.5315
16,72,75.2748,3.5406716.7768
16,122,17.6289,0.48689415.1105
16,273,1.8129,01.8129
16,299,27.484,2.2852112.3445
16,343,16.752,016.752
16,344,13.6267,013.6267
16,367,16.2853,016.2853
16,373,8.38975,08.38975
16,378,18.3631,0.29725116.8497
16,379,5.05917,05.05917
16,415,11.5814,011.5814
16,438,3.46133,03.46133
16,443,5.2699,05.2699
16,457,19.2511,019.2511
16,478,17.5401,017.5401
16,483,17.0377,017.0377
16,546,8.68578,0.7089614.14843
16,566,23.422,1.5655814.4943
16,567,13.6287,013.6287
16,577,87.7978,3.8806119.1407
16,610,10.7741,010.7741
16,611,9.55717,09.55717
16,630,19.6239,019.6239
16,648,35.9695,2.7249619.6197
16,649,10.1643,010.1643
16,665,9.80326,0.1138919.2266
16,667,16.8224,016.8224
16,676,15.7287,015.7287
16,701,17.3305,017.3305
16,737,12.559,012.559
